timestamp,value,usdt,sol,price
1704070800000,1000.000000,1000.000000,0.00000000,104.120000
1704074400000,999.979646,994.995000,0.04807258,103.690000
1704078000000,999.949841,994.995000,0.04807258,103.070000
1704081600000,999.905748,989.990000,0.09662589,102.620000
1704085200000,999.790363,984.985000,0.14566472,101.640000
1704088800000,999.892328,984.985000,0.14566472,102.340000
1704092400000,999.917091,984.985000,0.14566472,102.510000
1704096000000,999.912721,984.985000,0.14566472,102.480000
1704099600000,1000.133400,990.081409,0.09662589,104.030000
1704103200000,1000.144029,990.081409,0.09662589,104.140000
1704106800000,1000.161421,990.081409,0.09662589,104.320000
1704110400000,1000.262753,995.176309,0.04855331,104.760000
1704114000000,1000.289458,995.176309,0.04855331,105.310000
1704117600000,1000.208399,990.171309,0.09614992,104.390000
1704121200000,1000.361277,990.171309,0.09614992,105.980000
1704124800000,1000.424736,990.171309,0.09614992,106.640000
1704128400000,1000.468004,990.171309,0.09614992,107.090000
1704132000000,1000.543962,990.171309,0.09614992,107.880000
1704135600000,1000.622920,1000.622920,0.00000000,108.810000
1704139200000,1000.601631,995.617920,0.04619680,107.880000
1704142800000,1000.609022,995.617920,0.04619680,108.040000
1704146400000,1000.611332,995.617920,0.04619680,108.090000
1704150000000,1000.695410,995.617920,0.04619680,109.910000
1704153600000,1000.724514,995.617920,0.04619680,110.540000
1704157200000,1000.748075,995.617920,0.04619680,111.050000
1704160800000,1000.788266,995.617920,0.04619680,111.920000
1704164400000,1000.755125,990.612920,0.09103497,111.410000
1704168000000,1000.850712,990.612920,0.09103497,112.460000
1704171600000,1000.864367,990.612920,0.09103497,112.610000
1704175200000,1000.867098,990.612920,0.09103497,112.640000
1704178800000,1001.028404,995.895780,0.04483816,114.470000
1704182400000,1001.029301,995.895780,0.04483816,114.490000
1704186000000,1001.091178,995.895780,0.04483816,115.870000
1704189600000,1001.065171,995.895780,0.04483816,115.290000
1704193200000,1000.950621,990.890780,0.08835273,113.860000
1704196800000,1000.828016,985.885780,0.13230243,112.940000
1704200400000,1000.878291,985.885780,0.13230243,113.320000
1704204000000,1000.224793,970.870780,0.26680616,110.020000
1704207600000,1000.115403,970.870780,0.26680616,109.610000
1704211200000,1000.256810,970.870780,0.26680616,110.140000
1704214800000,999.496215,960.860780,0.35873199,107.700000
1704218400000,999.546437,960.860780,0.35873199,107.840000
1704222000000,999.485453,960.860780,0.35873199,107.670000
1704225600000,999.240134,955.855780,0.40538549,107.020000
1704229200000,999.629305,955.855780,0.40538549,107.980000
1704232800000,999.629305,955.855780,0.40538549,107.980000
1704236400000,999.096901,950.850780,0.45203899,106.730000
1704240000000,999.359083,950.850780,0.45203899,107.310000
1704243600000,999.738796,950.850780,0.45203899,108.150000
1704247200000,999.530858,950.850780,0.45203899,107.690000
1704250800000,999.720715,950.850780,0.45203899,108.110000
1704254400000,999.657429,950.850780,0.45203899,107.970000
1704258000000,999.820163,950.850780,0.45203899,108.330000
1704261600000,1000.240559,950.850780,0.45203899,109.260000
1704265200000,999.560018,945.845780,0.49823057,107.810000
1704268800000,999.819097,945.845780,0.49823057,108.330000
1704272400000,1000.137965,945.845780,0.49823057,108.970000
1704276000000,999.246388,940.840780,0.54442216,107.280000
1704279600000,996.713468,918.318280,0.75802735,103.420000
1704283200000,994.183279,900.940630,0.92954490,100.310000
1704286800000,992.383588,893.433130,1.00528760,98.430000
1704290400000,990.371018,880.920630,1.13337878,96.570000
1704294000000,996.577602,896.570147,0.97988884,102.060000
1704297600000,994.167735,891.704997,1.02874234,99.600000
1704301200000,992.146012,881.694997,1.12993365,97.750000
1704304800000,991.086072,876.689997,1.18128950,96.840000
1704308400000,991.723969,876.689997,1.18128950,97.380000
1704312000000,994.370057,876.689997,1.18128950,99.620000
1704315600000,995.121995,881.834847,1.12993365,100.260000
1704319200000,993.453075,876.829847,1.18027758,98.810000
1704322800000,993.110795,876.829847,1.18027758,98.520000
1704326400000,994.987436,876.829847,1.18027758,100.110000
1704330000000,992.881086,871.824847,1.23062152,98.370000
1704333600000,995.994559,871.824847,1.23062152,100.900000
1704337200000,996.244863,876.969697,1.17977414,101.100000
1704340800000,995.607785,876.969697,1.17977414,100.560000
1704344400000,996.374639,876.969697,1.17977414,101.210000
1704348000000,995.808347,876.969697,1.17977414,100.730000
1704351600000,993.522494,866.959697,1.27996356,98.880000
1704355200000,992.454017,861.954697,1.33081093,98.060000
1704358800000,993.026266,861.954697,1.33081093,98.490000
1704362400000,992.766709,856.949697,1.38165830,98.300000
1704366000000,993.056857,856.949697,1.38165830,98.510000
1704369600000,994.286533,856.949697,1.38165830,99.400000
1704373200000,995.032628,856.949697,1.38165830,99.940000
1704376800000,998.277891,872.384800,1.23062650,102.300000
