timestamp,open,high,low,close,volume
1764900420000,139.53000000,139.54000000,139.39000000,139.40000000,828.63300000
1764900480000,139.39000000,139.39000000,139.27000000,139.27000000,1921.87800000
1764900540000,139.27000000,139.43000000,139.26000000,139.36000000,2642.73700000
1764900600000,139.36000000,139.37000000,139.32000000,139.34000000,1411.95100000
1764900660000,139.34000000,139.34000000,139.25000000,139.32000000,6158.58900000
1764900720000,139.32000000,139.44000000,139.31000000,139.39000000,911.99900000
1764900780000,139.40000000,139.55000000,139.40000000,139.53000000,1105.32300000
1764900840000,139.53000000,139.58000000,139.41000000,139.53000000,4344.17500000
1764900900000,139.52000000,139.70000000,139.51000000,139.56000000,3564.84200000
1764900960000,139.55000000,139.62000000,139.51000000,139.62000000,500.86100000
1764901020000,139.63000000,139.80000000,139.63000000,139.72000000,1519.46000000
1764901080000,139.71000000,139.84000000,139.69000000,139.76000000,1271.05000000
1764901140000,139.75000000,139.80000000,139.68000000,139.76000000,586.05800000
1764901200000,139.76000000,139.76000000,139.62000000,139.62000000,1177.12900000
1764901260000,139.62000000,139.73000000,139.59000000,139.72000000,624.99600000
1764901320000,139.72000000,139.72000000,139.66000000,139.72000000,1000.68600000
1764901380000,139.71000000,139.80000000,139.71000000,139.71000000,906.73100000
1764901440000,139.72000000,139.72000000,139.59000000,139.59000000,834.52900000
1764901500000,139.60000000,139.75000000,139.60000000,139.73000000,1748.26500000
1764901560000,139.74000000,139.85000000,139.74000000,139.81000000,5150.45700000
1764901620000,139.82000000,139.82000000,139.62000000,139.63000000,906.78300000
1764901680000,139.62000000,139.74000000,139.59000000,139.69000000,1103.23300000
1764901740000,139.70000000,139.75000000,139.70000000,139.72000000,352.20000000
1764901800000,139.71000000,139.71000000,139.63000000,139.66000000,339.36500000
1764901860000,139.67000000,139.77000000,139.67000000,139.75000000,516.20100000
1764901920000,139.75000000,139.77000000,139.66000000,139.71000000,1856.35900000
1764901980000,139.72000000,139.72000000,139.64000000,139.65000000,564.45200000
1764902040000,139.66000000,139.78000000,139.66000000,139.77000000,227.28000000
1764902100000,139.77000000,139.78000000,139.74000000,139.78000000,319.53800000
1764902160000,139.78000000,139.85000000,139.77000000,139.85000000,3496.54200000
1764902220000,139.85000000,140.06000000,139.83000000,140.06000000,3108.10200000
1764902280000,140.06000000,140.07000000,139.95000000,140.03000000,2907.68400000
1764902340000,140.03000000,140.15000000,140.03000000,140.10000000,1506.28500000
1764902400000,140.10000000,140.12000000,139.98000000,140.00000000,900.77300000
1764902460000,139.99000000,140.02000000,139.94000000,139.95000000,1028.68800000
1764902520000,139.94000000,140.08000000,139.90000000,140.06000000,1552.08100000
1764902580000,140.06000000,140.06000000,140.00000000,140.05000000,514.00100000
1764902640000,140.05000000,140.15000000,140.03000000,140.07000000,2502.88200000
1764902700000,140.07000000,140.07000000,140.00000000,140.00000000,410.68900000
1764902760000,140.01000000,140.06000000,139.96000000,140.00000000,1638.65500000
1764902820000,140.01000000,140.04000000,139.93000000,139.95000000,1158.69500000
1764902880000,139.96000000,140.02000000,139.96000000,140.02000000,319.56400000
1764902940000,140.01000000,140.06000000,139.99000000,140.02000000,429.16800000
1764903000000,140.02000000,140.03000000,139.87000000,139.87000000,783.63800000
1764903060000,139.88000000,139.99000000,139.77000000,139.99000000,4914.05300000
1764903120000,139.98000000,140.05000000,139.98000000,140.00000000,1302.73700000
1764903180000,140.00000000,140.02000000,139.95000000,139.96000000,1946.20700000
1764903240000,139.95000000,139.97000000,139.86000000,139.86000000,10758.10100000
1764903300000,139.86000000,139.86000000,139.76000000,139.77000000,2281.76900000
1764903360000,139.76000000,139.83000000,139.76000000,139.79000000,686.83900000
1764903420000,139.78000000,139.78000000,139.68000000,139.74000000,889.41200000
1764903480000,139.75000000,139.82000000,139.75000000,139.78000000,265.32000000
1764903540000,139.78000000,139.83000000,139.77000000,139.81000000,118.62200000
1764903600000,139.80000000,139.91000000,139.80000000,139.86000000,1094.79900000
1764903660000,139.86000000,139.86000000,139.76000000,139.77000000,723.05600000
1764903720000,139.76000000,139.84000000,139.72000000,139.80000000,418.60000000
1764903780000,139.80000000,139.84000000,139.78000000,139.81000000,611.19000000
1764903840000,139.81000000,139.84000000,139.79000000,139.81000000,336.46800000
1764903900000,139.80000000,139.80000000,139.76000000,139.77000000,351.10500000
1764903960000,139.78000000,139.82000000,139.73000000,139.82000000,1181.60100000
1764904020000,139.82000000,139.82000000,139.74000000,139.79000000,529.28700000
1764904080000,139.80000000,139.97000000,139.79000000,139.91000000,1663.76300000
1764904140000,139.91000000,140.13000000,139.90000000,140.05000000,4314.77400000
1764904200000,140.06000000,140.18000000,140.05000000,140.06000000,906.68500000
1764904260000,140.05000000,140.06000000,139.93000000,140.02000000,988.21200000
1764904320000,140.03000000,140.06000000,139.88000000,139.89000000,954.59900000
1764904380000,139.88000000,139.94000000,139.84000000,139.94000000,210.10900000
1764904440000,139.93000000,140.02000000,139.91000000,139.93000000,1196.49100000
1764904500000,139.94000000,139.95000000,139.88000000,139.89000000,1065.90000000
1764904560000,139.88000000,139.96000000,139.84000000,139.85000000,1723.51400000
1764904620000,139.86000000,139.97000000,139.84000000,139.96000000,223.75700000
1764904680000,139.97000000,140.05000000,139.97000000,139.98000000,678.10100000
1764904740000,139.98000000,139.98000000,139.85000000,139.93000000,1696.69500000
1764904800000,139.93000000,139.93000000,139.84000000,139.88000000,308.18100000
1764904860000,139.89000000,139.89000000,139.65000000,139.69000000,1793.12600000
1764904920000,139.69000000,139.78000000,139.68000000,139.76000000,871.55400000
1764904980000,139.76000000,139.77000000,139.60000000,139.70000000,1955.16600000
1764905040000,139.69000000,139.70000000,139.08000000,139.13000000,12602.79500000
1764905100000,139.14000000,139.22000000,139.00000000,139.16000000,2513.51000000
1764905160000,139.16000000,139.20000000,139.12000000,139.15000000,298.15200000
1764905220000,139.15000000,139.15000000,138.98000000,138.98000000,1986.36400000
1764905280000,138.99000000,138.99000000,138.89000000,138.97000000,3008.89300000
1764905340000,138.97000000,139.06000000,138.94000000,139.02000000,6442.08500000
1764905400000,139.02000000,139.05000000,138.93000000,139.05000000,934.98400000
1764905460000,139.04000000,139.04000000,138.84000000,138.86000000,1995.52800000
1764905520000,138.85000000,138.89000000,138.78000000,138.86000000,1860.93200000
1764905580000,138.87000000,138.90000000,138.71000000,138.77000000,2081.09900000
1764905640000,138.78000000,138.84000000,138.74000000,138.81000000,2299.20000000
1764905700000,138.81000000,138.94000000,138.81000000,138.91000000,1777.60300000
1764905760000,138.91000000,138.95000000,138.90000000,138.91000000,580.14300000
1764905820000,138.91000000,138.94000000,138.77000000,138.83000000,2138.62100000
1764905880000,138.83000000,138.84000000,138.75000000,138.76000000,435.53700000
1764905940000,138.76000000,138.82000000,138.76000000,138.78000000,1239.74300000
1764906000000,138.79000000,138.85000000,138.72000000,138.77000000,2890.96500000
1764906060000,138.77000000,138.79000000,138.75000000,138.76000000,775.45200000
1764906120000,138.76000000,138.76000000,138.73000000,138.73000000,1056.63000000
1764906180000,138.74000000,138.75000000,138.64000000,138.64000000,1127.07600000
1764906240000,138.65000000,138.67000000,138.61000000,138.66000000,573.41500000
1764906300000,138.65000000,138.67000000,138.63000000,138.66000000,293.60400000
1764906360000,138.67000000,138.74000000,138.63000000,138.64000000,1444.27300000
1764906420000,138.64000000,138.70000000,138.62000000,138.70000000,2542.02600000
1764906480000,138.70000000,138.79000000,138.70000000,138.79000000,761.79100000
1764906540000,138.79000000,138.85000000,138.78000000,138.78000000,1997.16600000
1764906600000,138.78000000,138.86000000,138.78000000,138.82000000,1170.99400000
1764906660000,138.82000000,138.84000000,138.79000000,138.82000000,1903.19500000
1764906720000,138.82000000,138.83000000,138.81000000,138.82000000,358.93300000
1764906780000,138.81000000,138.81000000,138.75000000,138.76000000,758.08400000
1764906840000,138.76000000,138.79000000,138.72000000,138.73000000,633.58100000
1764906900000,138.72000000,138.74000000,138.66000000,138.66000000,430.35000000
1764906960000,138.65000000,138.66000000,138.30000000,138.39000000,14567.12700000
1764907020000,138.39000000,138.58000000,138.39000000,138.56000000,1758.51300000
1764907080000,138.55000000,138.57000000,138.51000000,138.57000000,646.02200000
1764907140000,138.56000000,138.62000000,138.55000000,138.56000000,712.02800000
1764907200000,138.55000000,138.88000000,138.52000000,138.87000000,1231.83700000
1764907260000,138.87000000,138.87000000,138.80000000,138.83000000,1919.70600000
1764907320000,138.83000000,138.90000000,138.83000000,138.88000000,975.62800000
1764907380000,138.88000000,138.99000000,138.84000000,138.99000000,926.21200000
1764907440000,139.00000000,139.00000000,138.88000000,138.93000000,540.93200000
1764907500000,138.94000000,139.04000000,138.94000000,139.02000000,1019.55800000
1764907560000,139.02000000,139.03000000,138.84000000,138.88000000,625.52300000
1764907620000,138.88000000,138.98000000,138.88000000,138.89000000,541.02400000
1764907680000,138.88000000,138.95000000,138.88000000,138.94000000,419.76300000
1764907740000,138.94000000,138.99000000,138.93000000,138.97000000,828.27600000
1764907800000,138.96000000,139.08000000,138.96000000,139.00000000,591.67700000
1764907860000,139.00000000,139.08000000,138.95000000,139.07000000,966.04100000
1764907920000,139.08000000,139.14000000,139.03000000,139.03000000,505.73600000
1764907980000,139.02000000,139.07000000,138.98000000,139.03000000,672.59900000
1764908040000,139.03000000,139.09000000,139.00000000,139.01000000,769.59600000
1764908100000,139.00000000,139.06000000,138.96000000,138.99000000,656.86500000
1764908160000,138.98000000,139.00000000,138.85000000,138.99000000,1192.97600000
1764908220000,138.99000000,139.01000000,138.87000000,138.88000000,214.05900000
1764908280000,138.89000000,138.98000000,138.89000000,138.93000000,508.34000000
1764908340000,138.94000000,139.00000000,138.94000000,138.99000000,518.38400000
1764908400000,138.99000000,139.08000000,138.99000000,139.02000000,269.75300000
1764908460000,139.03000000,139.03000000,138.98000000,139.00000000,314.03300000
1764908520000,138.99000000,139.01000000,138.92000000,138.93000000,401.52600000
1764908580000,138.93000000,138.93000000,138.85000000,138.89000000,641.72600000
1764908640000,138.89000000,138.92000000,138.77000000,138.78000000,806.54800000
1764908700000,138.77000000,138.81000000,138.65000000,138.78000000,1438.66200000
1764908760000,138.79000000,138.87000000,138.78000000,138.79000000,735.92300000
1764908820000,138.78000000,138.86000000,138.78000000,138.82000000,292.56300000
1764908880000,138.83000000,138.83000000,138.70000000,138.71000000,631.56500000
1764908940000,138.70000000,138.74000000,138.69000000,138.70000000,842.85700000
1764909000000,138.69000000,138.70000000,138.61000000,138.61000000,2376.92500000
1764909060000,138.60000000,138.60000000,138.35000000,138.41000000,1811.31200000
1764909120000,138.41000000,138.51000000,138.41000000,138.46000000,916.97300000
1764909180000,138.45000000,138.45000000,138.07000000,138.19000000,7462.19700000
1764909240000,138.18000000,138.44000000,138.15000000,138.43000000,3823.85100000
1764909300000,138.44000000,138.55000000,138.35000000,138.54000000,1036.88100000
1764909360000,138.55000000,138.57000000,138.44000000,138.45000000,1275.46100000
1764909420000,138.44000000,138.47000000,138.37000000,138.42000000,847.17800000
1764909480000,138.42000000,138.46000000,138.29000000,138.30000000,2223.36600000
1764909540000,138.30000000,138.40000000,138.26000000,138.33000000,1740.69200000
1764909600000,138.34000000,138.34000000,138.25000000,138.30000000,544.14300000
1764909660000,138.30000000,138.37000000,138.29000000,138.34000000,1728.73000000
1764909720000,138.34000000,138.35000000,138.25000000,138.25000000,593.03700000
1764909780000,138.25000000,138.25000000,138.14000000,138.14000000,1068.94600000
1764909840000,138.15000000,138.25000000,138.11000000,138.18000000,2835.85900000
1764909900000,138.18000000,138.26000000,138.18000000,138.21000000,1138.78700000
1764909960000,138.22000000,138.24000000,138.15000000,138.19000000,1392.99900000
1764910020000,138.19000000,138.25000000,138.13000000,138.13000000,3037.72800000
1764910080000,138.14000000,138.17000000,138.14000000,138.15000000,3542.36700000
1764910140000,138.16000000,138.20000000,138.10000000,138.13000000,1810.53400000
1764910200000,138.14000000,138.30000000,138.13000000,138.30000000,1113.31400000
1764910260000,138.29000000,138.30000000,138.15000000,138.22000000,900.15600000
1764910320000,138.22000000,138.54000000,138.22000000,138.52000000,5009.45400000
1764910380000,138.51000000,138.63000000,138.50000000,138.58000000,8553.45200000
1764910440000,138.57000000,138.60000000,138.48000000,138.56000000,2535.58600000
1764910500000,138.57000000,138.67000000,138.56000000,138.64000000,4263.21800000
1764910560000,138.63000000,138.64000000,138.45000000,138.47000000,3938.25600000
1764910620000,138.47000000,138.47000000,138.40000000,138.44000000,2807.51800000
1764910680000,138.43000000,138.48000000,138.41000000,138.44000000,1019.29700000
1764910740000,138.45000000,138.53000000,138.43000000,138.52000000,4279.95800000
1764910800000,138.52000000,138.54000000,138.44000000,138.49000000,3473.16900000
1764910860000,138.49000000,138.58000000,138.49000000,138.58000000,1192.18500000
1764910920000,138.58000000,138.58000000,138.50000000,138.55000000,529.17600000
1764910980000,138.56000000,138.67000000,138.56000000,138.57000000,324.23900000
1764911040000,138.57000000,138.63000000,138.56000000,138.61000000,190.39900000
1764911100000,138.61000000,138.74000000,138.60000000,138.63000000,409.47000000
1764911160000,138.64000000,138.69000000,138.62000000,138.65000000,352.98900000
1764911220000,138.66000000,138.74000000,138.65000000,138.67000000,575.38600000
1764911280000,138.67000000,138.67000000,138.55000000,138.64000000,671.89000000
1764911340000,138.64000000,138.66000000,138.44000000,138.44000000,1787.33900000
1764911400000,138.44000000,138.54000000,138.39000000,138.54000000,2580.26100000
1764911460000,138.54000000,138.55000000,138.49000000,138.54000000,2320.92900000
1764911520000,138.54000000,138.56000000,138.53000000,138.55000000,1211.02500000
1764911580000,138.54000000,138.55000000,138.44000000,138.45000000,720.56200000
1764911640000,138.44000000,138.48000000,138.41000000,138.41000000,1513.78100000
1764911700000,138.40000000,138.46000000,138.38000000,138.45000000,989.51200000
1764911760000,138.45000000,138.53000000,138.42000000,138.44000000,387.14600000
1764911820000,138.44000000,138.46000000,138.40000000,138.42000000,269.29900000
1764911880000,138.41000000,138.47000000,138.40000000,138.40000000,1047.65500000
1764911940000,138.40000000,138.43000000,138.37000000,138.38000000,533.83000000
1764912000000,138.38000000,138.39000000,138.29000000,138.39000000,2256.71200000
1764912060000,138.38000000,138.40000000,138.32000000,138.36000000,281.28200000
1764912120000,138.35000000,138.40000000,138.34000000,138.35000000,211.85400000
1764912180000,138.35000000,138.35000000,138.26000000,138.26000000,623.74500000
1764912240000,138.26000000,138.27000000,138.02000000,138.09000000,2036.37900000
1764912300000,138.08000000,138.11000000,137.77000000,137.88000000,16437.49500000
1764912360000,137.87000000,138.00000000,137.87000000,137.96000000,5311.51100000
1764912420000,137.95000000,138.00000000,137.91000000,137.97000000,1812.40800000
1764912480000,137.98000000,138.12000000,137.97000000,138.12000000,598.24900000
1764912540000,138.12000000,138.15000000,138.12000000,138.13000000,229.96300000
1764912600000,138.12000000,138.14000000,138.02000000,138.02000000,304.57200000
1764912660000,138.03000000,138.14000000,138.02000000,138.02000000,731.22500000
1764912720000,138.02000000,138.05000000,137.95000000,137.95000000,15513.84400000
1764912780000,137.95000000,138.00000000,137.91000000,137.91000000,1630.36700000
1764912840000,137.92000000,137.95000000,137.90000000,137.95000000,1418.05600000
1764912900000,137.94000000,137.98000000,137.92000000,137.94000000,970.97100000
1764912960000,137.95000000,138.00000000,137.95000000,137.96000000,1612.85100000
1764913020000,137.97000000,138.00000000,137.94000000,137.98000000,397.87200000
1764913080000,137.98000000,138.05000000,137.98000000,138.00000000,1326.04100000
1764913140000,138.01000000,138.02000000,137.97000000,138.01000000,646.62600000
1764913200000,138.01000000,138.01000000,137.91000000,137.98000000,2249.71100000
1764913260000,137.97000000,138.13000000,137.95000000,138.12000000,744.09400000
1764913320000,138.12000000,138.17000000,138.03000000,138.03000000,589.02400000
1764913380000,138.02000000,138.11000000,138.02000000,138.08000000,462.86700000
1764913440000,138.09000000,138.09000000,138.07000000,138.07000000,273.31900000
1764913500000,138.07000000,138.07000000,138.02000000,138.07000000,1667.60100000
1764913560000,138.07000000,138.10000000,138.00000000,138.02000000,1158.29500000
1764913620000,138.03000000,138.03000000,137.95000000,137.95000000,420.70400000
1764913680000,137.95000000,137.98000000,137.85000000,137.94000000,2793.86200000
1764913740000,137.94000000,137.98000000,137.92000000,137.96000000,423.56400000
1764913800000,137.97000000,137.98000000,137.91000000,137.96000000,1265.54400000
1764913860000,137.96000000,138.01000000,137.96000000,138.00000000,310.76700000
1764913920000,137.99000000,138.05000000,137.96000000,138.02000000,1282.78600000
1764913980000,138.02000000,138.03000000,137.92000000,137.97000000,2638.50900000
1764914040000,137.97000000,137.97000000,137.90000000,137.92000000,710.98800000
1764914100000,137.92000000,137.94000000,137.90000000,137.91000000,498.18200000
1764914160000,137.91000000,137.92000000,137.90000000,137.92000000,324.08000000
1764914220000,137.92000000,137.95000000,137.91000000,137.92000000,467.29200000
1764914280000,137.92000000,138.01000000,137.92000000,138.01000000,236.89600000
1764914340000,138.01000000,138.05000000,138.00000000,138.04000000,223.10700000
1764914400000,138.05000000,138.14000000,138.03000000,138.05000000,2322.11900000
1764914460000,138.05000000,138.26000000,138.05000000,138.26000000,1023.34100000
1764914520000,138.25000000,138.26000000,138.13000000,138.14000000,540.53500000
1764914580000,138.14000000,138.21000000,138.13000000,138.21000000,593.58900000
1764914640000,138.20000000,138.25000000,138.20000000,138.21000000,348.47300000
1764914700000,138.20000000,138.29000000,138.20000000,138.29000000,931.44600000
1764914760000,138.30000000,138.50000000,138.28000000,138.50000000,864.77000000
1764914820000,138.49000000,138.49000000,138.36000000,138.41000000,828.60000000
1764914880000,138.41000000,138.43000000,138.38000000,138.42000000,536.92800000
1764914940000,138.41000000,138.53000000,138.41000000,138.52000000,3037.47300000
1764915000000,138.52000000,138.64000000,138.43000000,138.50000000,3115.23100000
1764915060000,138.51000000,138.51000000,138.40000000,138.43000000,516.60000000
1764915120000,138.43000000,138.50000000,138.43000000,138.50000000,857.37100000
1764915180000,138.50000000,138.65000000,138.47000000,138.63000000,2229.80600000
1764915240000,138.63000000,138.63000000,138.52000000,138.52000000,500.58600000
1764915300000,138.52000000,138.53000000,138.47000000,138.53000000,820.33400000
1764915360000,138.53000000,138.63000000,138.53000000,138.56000000,1327.45500000
1764915420000,138.55000000,138.62000000,138.54000000,138.58000000,939.53300000
1764915480000,138.58000000,138.59000000,138.47000000,138.48000000,1142.46700000
1764915540000,138.47000000,138.52000000,138.42000000,138.42000000,649.32200000
1764915600000,138.43000000,138.45000000,138.40000000,138.43000000,1150.94000000
1764915660000,138.42000000,138.52000000,138.42000000,138.51000000,372.94400000
